adm2_name,m_concentration_ratio_7d,m_days_ge_10_7d,m_days_ge_20_7d,m_days_ge_50_7d,m_max_24h_7d,m_max_72h_7d,m_mean_wet_intensity_7d,m_peak_rank_24h_7d,m_peak_rank_72h_7d,m_rain_j,m_rain_jm1,m_rain_jm2,m_rain_jm3,m_rain_jp1,m_rain_jp2,m_rain_jp3,m_sum_72h_ref,m_sum_7d,m_wet_days_7d,event
Marmelade,0.4382767018472991,2.7373661923004327,0.9040328589670996,0.0,25.08451681982187,39.33361165642319,18.809970187013025,0.8333333333333334,-1.0,14.24909479245895,0.0,0.0,17.09629986498253,25.08451681982187,0.0,0.0,39.33361165642319,56.42991100708681,3.0,Grace_2021
Maïssade,0.4360564424213053,2.9736121333137207,1.641264326148409,0.0,30.596854081792856,63.43275076429711,19.765780105430995,0.0567987137355509,-1.0,30.168218319573228,14.72367270617149,0.0,6.5991285524725685,18.540860351969005,0.0,0.0,48.70907879638799,70.03187994653403,3.601297287681378,Grace_2021
Milot,0.4869080457593655,2.078556392002292,1.3691082084170916,0.0,18.662559279326853,37.325118558653706,18.66252113586897,0.0,-1.0,18.662559279326853,0.0,0.0,0.0001468855944976,18.662559279326853,0.0,0.8952293175148731,37.325118558653706,38.22049476175008,2.078556392002292,Grace_2021
Miragoâne,0.6315781027412626,2.0,2.0,0.452667584476435,51.573815679075175,81.03731102879746,29.941929183552457,1.0,-1.0,25.78691138274151,3.676583911981076,0.0,0.0,51.573815679075175,0.0,0.5308607470251896,77.36072753594685,81.56817177192967,2.8539283936058206,Grace_2021
Mirebalais,0.5389285769473648,2.2242257186310166,1.1060454709278034,0.0900316198162036,29.573098469117987,55.12052319144442,18.10854265815871,0.0,-1.0,29.573098469117987,8.259016318736869,0.5530601763096136,0.0,17.2884086540518,0.0,0.0,46.86150663779384,55.67358330627103,3.126313064281588,Grace_2021
Mombin Crochu,0.5324618235230446,2.2,1.45,0.0,27.78838872909546,53.05418949127197,20.376983165740967,0.0,-1.0,27.78838872909546,13.222539710998536,0.0,0.0,12.043259763717652,0.0,0.0,39.83164939880371,53.05418949127197,2.65,Grace_2021
Mont-Organisé,0.5958773264895638,2.107882271633912,1.2665004725552371,0.0,26.19626709089137,44.70824421601874,21.43114314897906,0.0,-1.0,26.19626709089137,2.030660586338944,0.0,0.0,16.481317315078602,0.0,0.0,42.67758342391069,44.70824421601874,2.107882271633912,Grace_2021
Moron,0.5273286409157086,4.984991057165103,3.040790295319445,1.0,93.73209967826376,134.5734029814167,35.65883340124284,1.0,0.4206597008375707,11.71651245978297,0.0,0.0,32.00424919048107,93.73209967826376,24.524516852607007,16.31678675506607,129.97312870099572,178.29416331210464,5.0,Grace_2021
Môle Saint Nicolas,0.5210844360778465,1.7609441570706037,0.1474890891199026,0.0,15.449321548972144,23.788976058345884,13.647238890197409,-0.3474562174460644,-0.4827995995379724,6.457005268148312,0.0,0.0,6.201393983558706,14.781846717874076,0.0,2.5501239846488506,21.238851986022382,29.99037010532366,2.2390558429293965,Grace_2021
Ouanaminthe,0.6519805533860212,2.034440443668861,0.9847954635406692,0.0,29.654892000915986,45.41261299189457,22.484368655590508,0.0920313418721293,-0.9655595563311388,28.15194506695932,0.0,0.0,0.0,16.81679217390736,0.4438757464034857,0.0,45.41261299189457,45.41261299189457,2.034440443668861,Grace_2021
Paillant,0.6653361257901811,2.0,2.0,0.9171782109454076,60.4506719809512,90.80049081336372,44.37444634799586,1.0,-1.0,30.03063359310604,0.3191869681576016,0.0,0.0,60.4506719809512,0.0,0.0,90.48130416114616,90.80049081336372,2.0828217890545924,Grace_2021
Perches,0.5442706002266584,2.0,1.7343764303048466,0.0,24.602175735191857,45.23513686584272,22.61756843292136,0.2047014463648518,-1.0,21.548659914730266,0.0,0.0,0.0,23.68647689248627,0.0,0.0,45.23513686584272,45.23513686584272,2.0,Grace_2021
Pestel,0.8614037192020297,2.2878646718308504,1.273840603898375,1.0,124.72692942342928,142.8644736579208,64.75395897240938,1.0,-0.8788019948358162,16.039709011433526,0.0,0.0,0.0,124.72692942342928,2.097834581095555,3.159272087944878,142.8644736579208,146.02374574586568,2.2878646718308504,Grace_2021
Petit Trou de Nippes,0.7607978819474357,2.019370916802535,1.901573477485852,1.0,96.82710293803768,126.85116535040127,60.383032524222976,1.0,-0.837562277908036,28.42112200074253,0.0,0.0,0.0,96.82710293803768,1.602938879769571,0.0,126.85116535040127,126.85116535040127,2.162437722091964,Grace_2021
Petit-Goâve,0.6199140177522201,2.0,2.0,0.8684122579161424,58.08217952705828,92.91770828605712,35.16261197318406,1.0,-1.0,31.406847128868417,3.428680596884433,0.0,0.0,58.08217952705828,0.0,0.6091487505915234,89.48902724795543,93.52685685297412,2.773750068102579,Grace_2021
Petite Rivière de Nippes,0.6704656587165205,2.0,2.0,1.0,62.86012265890202,93.81575903594047,46.90787951797024,1.0,-1.0,30.955635987519862,0.0,0.0,0.0,62.86012265890202,0.0,0.0,93.81575903594047,93.81575903594047,2.0,Grace_2021
Petite Rivière de l'Artibonite,0.4687867707340953,2.4977610289517,1.4365534163518767,0.0,29.323414183348365,55.66525720302999,18.98511840421737,0.7831171806194298,-1.0,21.045908559414105,5.864868746710691,1.1900759935379028,5.790033885711197,28.754480060627014,0.0,0.0,49.80038882472129,62.64536804640596,3.311017921899733,Grace_2021
Pignon,0.6038435498873393,1.5833333333333337,1.25,0.0,26.854308128356934,47.15367730458577,17.933178901672363,0.0,-1.0,26.854308128356934,11.347932656606035,0.0,0.0,8.951435883839924,0.0,0.0,35.805743535359696,47.15367730458577,2.583333333333333,Grace_2021
Pilate,0.3407107027823624,1.3918872124346866,0.0,0.0,12.83789873304856,29.221205533891997,9.109247607499404,0.0877797818037354,-1.0,9.352644787595809,7.37931317012205,0.0,6.762394961557337,12.489247102914875,0.0,1.7027666409950608,21.841891733102237,37.68636695130394,4.171068973688216,Grace_2021
Plaine du Nord,0.4720516280594521,2.220500777669477,0.5528543613080417,0.0,18.10250431839837,36.49518841402284,17.43091392728121,0.0,-1.0,18.10250431839837,0.2901797475686324,0.0,2.3748592959331094,18.10250431839837,0.0,0.0,36.20500863679675,38.87004749967002,2.2515988760958283,Grace_2021
Plaisance,0.4059058789099377,1.806303951665181,0.1542741979839109,0.0,16.720802300469437,24.982921290442288,12.76148298308139,-1.182605709767236,-1.0,9.73889125824433,0.9310205488773746,0.0,15.23715230587699,14.313009539220191,0.0,1.0927997460114611,24.05190080962289,41.312872941566674,3.313956089085369,Grace_2021
Plaisance du Sud,0.7508062424128356,2.0,2.0,1.0,110.5361849076644,146.9190656728871,73.45953283644354,1.0,-1.0,36.38288031130944,0.0,0.0,0.0,110.5361849076644,0.0,0.0,146.9190656728871,146.9190656728871,2.0,Grace_2021
Pointe à Raquette,0.7469383326416255,1.675445510651672,1.2,0.3666666666666666,41.62870700078472,55.18276298818652,26.65749801783593,1.0,-1.0,13.55405601857098,0.0,0.0,0.0,41.62870700078472,0.0,0.7004126071929931,55.18276298818652,55.88317573843066,2.1,Grace_2021
Port-Margot,0.3547494090608941,2.7198645411664413,0.2024105490639618,0.0,15.933634334786277,40.68915640431132,12.275909667481963,0.0190753583492791,-1.0,13.302449798794266,11.560920036073076,0.0,4.08263720273558,15.825786338548184,0.0,0.0,29.12823613047678,44.77179345340726,3.694484800054671,Grace_2021
Port-Salut,0.7246318507570471,3.480771641597124,1.607241317477004,1.0,134.0084116930634,176.89584875777493,53.89904345800603,1.0,0.0,16.751051461632926,0.0,0.0,0.0,134.0084116930634,26.13638570513144,7.981902692450749,176.89584875777493,184.8777527493766,3.480771641597124,Grace_2021
Port-au-Prince,0.5128780245529018,2.320430836060049,2.0,0.3138787620308626,42.74027721318765,73.14126370954011,27.603893912203745,0.0,-1.0,42.74027721318765,0.0,9.67041530313704,0.0,30.400987625731613,0.0,0.0,73.14126370954011,82.81168170130918,3.0,Grace_2021
Port-de-Paix,0.6426967793378252,0.9210979715762942,0.2870817635261661,0.0,14.887079532555568,23.740067353068707,12.177022028401032,0.7602843475451863,-0.9166666666666666,2.4992604238871525,5.956072710916724,0.0,0.1012529452641805,14.880894986402817,0.0,0.7812333424886068,17.38015537055354,24.218714457967792,2.244290947367094,Grace_2021
Port-à-Piment,0.6784337033589679,3.7979448435854497,2.980964347092977,1.0,133.750313487881,183.949088025531,52.18797255216251,1.0,0.1891635270916691,16.718789185985123,0.0,0.0,0.0562949837920338,133.750313487881,31.3864103606275,15.756399308110907,181.85551374754996,197.66820465473532,3.802365416912065,Grace_2021
Pétion-Ville,0.5989519709534266,2.56562021565264,1.7387005645747011,0.4463685369212401,54.786132608651165,81.07330210928565,30.315141703978597,0.0,-1.0,54.786132608651165,0.0,9.87212200691948,0.0,26.28716908612855,0.0,0.0,81.07330210928565,90.945423452457,3.0,Grace_2021
Quartier Morin,0.4522816666147151,2.011231173410508,0.5,0.0,13.1690850771895,26.338170154379,13.1690850771895,0.0,-1.0,13.1690850771895,0.0,0.0,0.0,13.1690850771895,0.0,3.2633579607442,26.338170154379,29.6015281151232,2.286310017377116,Grace_2021
Ranquitte,0.6911560226930232,1.4422425220605763,0.9470372274914478,0.0,26.10345984728117,37.8593961393746,18.9296980696873,0.0,-1.0,26.10345984728117,0.0,0.0,0.0,11.755936503119491,0.0,0.0,37.8593961393746,37.8593961393746,2.0,Grace_2021
Roche à Bâteau,0.7290785883170136,3.4454868034255632,1.5379081986176046,1.0,123.53189287163478,163.9081295753273,51.50264903502544,1.0,0.0,15.441486608954348,0.0,0.0,0.0,123.53189287163478,24.934749412983976,5.28497180080067,163.9081295753273,169.1931013315108,3.4454868034255632,Grace_2021
